X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,ns3_TrackPointExtension
9.98257426545024,53.5724308714271,0,0,29,33.7999992370605,2019/03/06 17:43:14+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>14.0</ns3:atemp>          
9.98350616544485,53.5724953282624,0,0,30,34.7999992370605,2019/03/06 17:43:23+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>14.0</ns3:atemp>          
9.98360649682581,53.572496837005,0,0,31,34.7999992370605,2019/03/06 17:43:24+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>14.0</ns3:atemp>          
9.98369090259075,53.5725061409175,0,0,32,35.2000007629395,2019/03/06 17:43:25+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>14.0</ns3:atemp>          
9.98387354426086,53.5725165344775,0,0,33,35.7999992370605,2019/03/06 17:43:27+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>14.0</ns3:atemp>          
9.98425676487386,53.5725238267332,0,0,34,36.2000007629395,2019/03/06 17:43:31+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>14.0</ns3:atemp>          
9.98519570566714,53.5725620482117,0,0,35,37,2019/03/06 17:43:42+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>13.0</ns3:atemp>          
9.98533844947815,53.5725703462958,0,0,36,37.2000007629395,2019/03/06 17:43:44+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>13.0</ns3:atemp>          
9.98560222797096,53.5725679993629,0,0,37,38,2019/03/06 17:43:48+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>13.0</ns3:atemp>          
9.98564631678164,53.5725797340274,0,0,38,38.4000015258789,2019/03/06 17:43:49+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>13.0</ns3:atemp>          
9.98617756180465,53.5727023612708,0,0,39,39,2019/03/06 17:43:58+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>13.0</ns3:atemp>          
9.98630044050515,53.5729212127626,0,0,40,38.5999984741211,2019/03/06 17:44:03+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>13.0</ns3:atemp>          
9.98622810468078,53.5734975524247,0,0,41,39,2019/03/06 17:44:13+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>12.0</ns3:atemp>          
9.98620228841901,53.5736670345068,0,0,42,39.2000007629395,2019/03/06 17:44:16+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>12.0</ns3:atemp>          
9.98622416518629,53.5742316395044,0,0,43,39,2019/03/06 17:44:25+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>12.0</ns3:atemp>          
9.98625207692385,53.574803955853,0,0,44,38,2019/03/06 17:44:33+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>12.0</ns3:atemp>          
9.98624671250582,53.5750985797495,0,0,45,37.5999984741211,2019/03/06 17:44:37+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>12.0</ns3:atemp>          
9.98626758344471,53.5757000651211,0,0,46,37.2000007629395,2019/03/06 17:44:45+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98625727370381,53.5762430448085,0,0,47,36.7999992370605,2019/03/06 17:44:52+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98625174164772,53.5763228405267,0,0,48,36.7999992370605,2019/03/06 17:44:53+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98616205528378,53.5767547599971,0,0,49,36.5999984741211,2019/03/06 17:44:58+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98611226677895,53.5773376375437,0,0,50,36.4000015258789,2019/03/06 17:45:05+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98612190596759,53.5778119694442,0,0,51,35.5999984741211,2019/03/06 17:45:11+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98613297007978,53.578231735155,0,0,52,34.5999984741211,2019/03/06 17:45:16+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>11.0</ns3:atemp>          
9.98613783158362,53.5786684323102,0,0,53,33.4000015258789,2019/03/06 17:45:21+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.9861425254494,53.5792441852391,0,0,54,32.2000007629395,2019/03/06 17:45:28+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98613707721233,53.5795948840678,0,0,55,31.2000007629395,2019/03/06 17:45:32+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98611704446375,53.5801849700511,0,0,56,30.6000003814697,2019/03/06 17:45:39+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98610732145607,53.5802682861686,0,0,57,30.2000007629395,2019/03/06 17:45:40+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98606817796826,53.5805993713439,0,0,58,30,2019/03/06 17:45:44+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98610413633287,53.5810664948076,0,0,59,29.6000003814697,2019/03/06 17:45:50+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98694945126772,53.5812500584871,0,0,60,29,2019/03/06 17:45:57+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98708087950945,53.581271013245,0,0,61,29,2019/03/06 17:45:58+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98779132962227,53.5814172774553,0,0,62,31,2019/03/06 17:46:06+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98786970041692,53.5814843326807,0,0,63,32,2019/03/06 17:46:13+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>10.0</ns3:atemp>          
9.98802753165364,53.5818553995341,0,0,64,30.3999996185303,2019/03/06 17:46:23+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98813322745264,53.5819495283067,0,0,65,30,2019/03/06 17:46:25+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98826272785664,53.5820300783962,0,0,66,30,2019/03/06 17:46:27+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98866690322757,53.5822213534266,0,0,67,30.6000003814697,2019/03/06 17:46:37+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98862256295979,53.582365270704,0,0,68,30.2000007629395,2019/03/06 17:46:41+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98857512138784,53.5826246906072,0,0,69,28.7999992370605,2019/03/06 17:46:45+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98856891877949,53.5827001277357,0,0,70,28.2000007629395,2019/03/06 17:46:46+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98854578472674,53.5828483197838,0,0,71,27.6000003814697,2019/03/06 17:46:48+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98843983747065,53.5833883658051,0,0,72,27.6000003814697,2019/03/06 17:46:55+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98837051913142,53.5839940421283,0,0,73,27,2019/03/06 17:47:03+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98832668177783,53.5844521131366,0,0,74,28.2000007629395,2019/03/06 17:47:09+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98830379918218,53.5846124589443,0,0,75,28.7999992370605,2019/03/06 17:47:11+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98835392296314,53.5851749684662,0,0,76,28.7999992370605,2019/03/06 17:47:19+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98858417384326,53.5855984222144,0,0,77,27.6000003814697,2019/03/06 17:47:25+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>9.0</ns3:atemp>          
9.98874862678349,53.5858942195773,0,0,78,26.3999996185303,2019/03/06 17:47:29+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.98880344443023,53.5859663877636,0,0,79,26.3999996185303,2019/03/06 17:47:30+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.98933276161551,53.5864317510277,0,0,80,26,2019/03/06 17:47:37+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.98986702412367,53.5868775006384,0,0,81,25.7999992370605,2019/03/06 17:47:44+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99043154530227,53.5873468033969,0,0,82,27,2019/03/06 17:47:52+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99095885083079,53.5877871885896,0,0,83,26.6000003814697,2019/03/06 17:48:00+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99144407920539,53.588221874088,0,0,84,27,2019/03/06 17:48:08+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99166728928685,53.5884367860854,0,0,85,27.6000003814697,2019/03/06 17:48:12+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99173786491156,53.5887008998543,0,0,86,27.7999992370605,2019/03/06 17:48:16+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99182562343776,53.5892120283097,0,0,87,27.7999992370605,2019/03/06 17:48:24+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99197431840003,53.5898023657501,0,0,88,27,2019/03/06 17:48:33+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99212686903775,53.5903349518776,0,0,89,27.6000003814697,2019/03/06 17:48:41+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99226307496428,53.5908860620111,0,0,90,28,2019/03/06 17:48:49+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99227480962873,53.5910171549767,0,0,91,27.7999992370605,2019/03/06 17:48:51+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.9924539308995,53.5912495851517,0,0,92,27.6000003814697,2019/03/06 17:48:55+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99261134304106,53.5918343067169,0,0,93,27.6000003814697,2019/03/06 17:49:04+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99284754507244,53.5924196150154,0,0,94,27.6000003814697,2019/03/06 17:49:13+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99296355061233,53.5927043482661,0,0,95,28,2019/03/06 17:49:18+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99345749616623,53.5929475072771,0,0,96,29.3999996185303,2019/03/06 17:49:25+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99359965324402,53.5930022411048,0,0,97,30.2000007629395,2019/03/06 17:49:27+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99366327188909,53.5930283088237,0,0,98,30.3999996185303,2019/03/06 17:49:28+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99414833262563,53.5931951086968,0,0,99,30.3999996185303,2019/03/06 17:49:35+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>8.0</ns3:atemp>          
9.99448754824698,53.5932824481279,0,0,100,29.3999996185303,2019/03/06 17:49:39+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99483439140022,53.593375403434,0,0,101,28.3999996185303,2019/03/06 17:49:43+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99514787457883,53.5934657603502,0,0,102,27.3999996185303,2019/03/06 17:49:47+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99552262946963,53.5935695283115,0,0,103,27.2000007629395,2019/03/06 17:49:52+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99607759527862,53.5937923192978,0,0,104,28.6000003814697,2019/03/06 17:50:04+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99606091529131,53.5938066523522,0,0,105,29.2000007629395,2019/03/06 17:50:07+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99605194665492,53.5938636492938,0,0,106,29.3999996185303,2019/03/06 17:50:38+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99560628086329,53.5943759512156,0,0,107,29,2019/03/06 17:50:49+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99541265890002,53.5946293361485,0,0,108,29,2019/03/06 17:50:53+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99534912407398,53.5947660449892,0,0,109,28.7999992370605,2019/03/06 17:50:55+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99512834474444,53.5953171551228,0,0,110,28.3999996185303,2019/03/06 17:51:03+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99492516741157,53.5959021281451,0,0,111,28.7999992370605,2019/03/06 17:51:12+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99475467950106,53.5964476224035,0,0,112,29.2000007629395,2019/03/06 17:51:21+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99457019381225,53.5970121435821,0,0,113,29.2000007629395,2019/03/06 17:51:32+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99439400620759,53.5975474119186,0,0,114,29.3999996185303,2019/03/06 17:51:44+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99420147389174,53.5981146991253,0,0,115,29.7999992370605,2019/03/06 17:51:57+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99408161267638,53.5986538231373,0,0,116,29.6000003814697,2019/03/06 17:52:10+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99402394518256,53.5992235410959,0,0,117,30,2019/03/06 17:52:24+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>7.0</ns3:atemp>          
9.99401656910777,53.5996398702264,0,0,118,29,2019/03/06 17:52:31+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99400651082397,53.6002209037542,0,0,119,29.2000007629395,2019/03/06 17:52:40+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99408437870443,53.6008263286203,0,0,120,29.7999992370605,2019/03/06 17:52:49+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99436014331877,53.6014206893742,0,0,121,29,2019/03/06 17:52:57+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99468427151442,53.6019881442189,0,0,122,29.2000007629395,2019/03/06 17:53:05+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.9950772151351,53.6024894658476,0,0,123,29.2000007629395,2019/03/06 17:53:12+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99555615708232,53.6029697488993,0,0,124,28.6000003814697,2019/03/06 17:53:19+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99609335325658,53.60347350128,0,0,125,28.2000007629395,2019/03/06 17:53:27+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99660112895072,53.6039393674582,0,0,126,29.6000003814697,2019/03/06 17:53:35+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99684328213334,53.6041682772338,0,0,127,30,2019/03/06 17:53:39+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99737695790827,53.6046766396612,0,0,128,30,2019/03/06 17:53:48+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99787350185215,53.6051557492465,0,0,129,30.3999996185303,2019/03/06 17:53:57+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99842176213861,53.6056501977146,0,0,130,30,2019/03/06 17:54:06+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99891947954893,53.6061101965606,0,0,131,30,2019/03/06 17:54:14+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99939867295325,53.6065831873566,0,0,132,29.6000003814697,2019/03/06 17:54:22+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99945910647511,53.6066418606788,0,0,133,29.6000003814697,2019/03/06 17:54:23+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
9.99998909421265,53.6070882808417,0,0,134,29.2000007629395,2019/03/06 17:54:31+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0003632623702,53.6073528975248,0,0,135,29.3999996185303,2019/03/06 17:54:36+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0010009575635,53.607768388465,0,0,136,29.6000003814697,2019/03/06 17:54:44+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0017416663468,53.6081737373024,0,0,137,30.6000003814697,2019/03/06 17:54:53+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0025538727641,53.6085391882807,0,0,138,29.3999996185303,2019/03/06 17:55:02+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0027478300035,53.6086180619895,0,0,139,29.2000007629395,2019/03/06 17:55:04+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0036105792969,53.6089134402573,0,0,140,29.7999992370605,2019/03/06 17:55:13+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0038906186819,53.6090015340596,0,0,141,29.7999992370605,2019/03/06 17:55:16+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0048187468201,53.6091911327094,0,0,142,29.6000003814697,2019/03/06 17:55:25+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0056416820735,53.6092399153858,0,0,143,30,2019/03/06 17:55:33+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0061027705669,53.6092494707555,0,0,144,30.7999992370605,2019/03/06 17:55:38+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0070282164961,53.6092992592603,0,0,145,31.7999992370605,2019/03/06 17:55:49+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0072612334043,53.609327506274,0,0,146,31.7999992370605,2019/03/06 17:55:52+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0074097607285,53.6093507241458,0,0,147,32.2000007629395,2019/03/06 17:55:54+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0083407387137,53.6094709206372,0,0,148,32.7999992370605,2019/03/06 17:56:06+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.008716834709,53.6095312703401,0,0,149,33.2000007629395,2019/03/06 17:56:11+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0096620619297,53.6096725054085,0,0,150,33,2019/03/06 17:56:24+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0098879542202,53.6096969805658,0,0,151,32.5999984741211,2019/03/06 17:56:27+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0108077842742,53.609784739092,0,0,152,33.4000015258789,2019/03/06 17:56:41+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0111079402268,53.6097808834165,0,0,153,34.4000015258789,2019/03/06 17:56:49+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
10.0111098680645,53.6097801290452,0,0,154,34.5999984741211,2019/03/06 17:56:50+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>6.0</ns3:atemp>          
